STAID,split_role,STATE,HUC02,area_class,hydro_class,stratum_id,assignment_reason
02071530,development_train,VA,03,low,low,stratum:03:low:low,direct_stratum_sample
02072000,spatial_holdout_nonca,VA,03,high,high,stratum:03:high:high,direct_stratum_sample
02072500,spatial_holdout_nonca,VA,03,high,high,stratum:03:high:high,direct_stratum_sample
02073000,development_train,VA,03,high,high,stratum:03:high:high,direct_stratum_sample
02074500,development_train,VA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02077200,development_train,NC,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02077670,development_train,NC,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02079640,spatial_holdout_nonca,VA,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02081500,development_train,NC,03,high,high,stratum:03:high:high,direct_stratum_sample
02082950,development_train,NC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02084557,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02085000,spatial_holdout_nonca,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02085070,development_train,NC,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02085500,development_train,NC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02086849,spatial_holdout_nonca,NC,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02087275,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02087324,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02087359,development_train,NC,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02087580,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02088000,spatial_holdout_nonca,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02088383,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02088500,development_train,NC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02090380,development_train,NC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02091000,development_train,NC,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02092500,development_train,NC,03,high,high,stratum:03:high:high,direct_stratum_sample
02093000,development_train,NC,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02093800,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02093877,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02094659,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02094770,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02094775,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02095000,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02095181,spatial_holdout_nonca,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02095271,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02095500,development_train,NC,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02096846,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02097280,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02097314,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02097464,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02097517,development_train,NC,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02099000,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02100500,development_train,NC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02101726,development_train,NC,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02101800,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02102908,development_train,NC,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02103000,spatial_holdout_nonca,NC,03,high,high,stratum:03:high:high,direct_stratum_sample
02104220,spatial_holdout_nonca,NC,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02111000,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02111180,development_train,NC,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02111500,spatial_holdout_nonca,NC,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02113850,development_train,NC,03,high,high,stratum:03:high:high,direct_stratum_sample
02114450,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02118000,spatial_holdout_nonca,NC,03,high,high,stratum:03:high:high,direct_stratum_sample
02118500,development_train,NC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02120780,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02121500,development_train,NC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02123500,development_train,NC,03,high,high,stratum:03:high:high,direct_stratum_sample
02124080,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02128000,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02130840,development_train,SC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02130900,development_train,SC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02130910,development_train,SC,03,high,high,stratum:03:high:high,direct_stratum_sample
02131472,development_train,SC,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02132320,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02133500,development_train,NC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02133624,development_train,NC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02134480,development_train,NC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02137727,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02138500,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02140991,development_train,NC,03,high,high,stratum:03:high:high,direct_stratum_sample
02142000,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02142654,spatial_holdout_nonca,NC,03,low,high,stratum:03:low:high,direct_stratum_sample
02142900,development_train,NC,03,low,high,stratum:03:low:high,direct_stratum_sample
02142914,development_train,NC,03,low,high,stratum:03:low:high,direct_stratum_sample
02143000,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02143040,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02143500,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02144000,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02146110,development_train,SC,03,low,high,stratum:03:low:high,direct_stratum_sample
02146211,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02146285,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02146300,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02146315,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02146348,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02146381,development_train,NC,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02146470,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02146507,development_train,NC,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02146530,development_train,NC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02146562,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02146600,development_train,NC,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02146700,development_train,NC,03,low,low,stratum:03:low:low,direct_stratum_sample
02146800,development_train,SC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02147500,development_train,SC,03,high,high,stratum:03:high:high,direct_stratum_sample
02149000,development_train,NC,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02150495,development_train,NC,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02152100,development_train,NC,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02152474,development_train,NC,03,high,high,stratum:03:high:high,direct_stratum_sample
02153590,development_train,SC,03,low,low,stratum:03:low:low,direct_stratum_sample
02153700,development_train,SC,03,low,low,stratum:03:low:low,direct_stratum_sample
02154500,development_train,SC,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02154790,development_train,SC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02155500,development_train,SC,03,high,high,stratum:03:high:high,direct_stratum_sample
02156999,development_train,SC,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02157470,development_train,SC,03,low,low,stratum:03:low:low,direct_stratum_sample
02157490,spatial_holdout_nonca,SC,03,low,low,stratum:03:low:low,direct_stratum_sample
02157510,development_train,SC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02158408,development_train,SC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02160000,development_train,SC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02160326,development_train,SC,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02160381,spatial_holdout_nonca,SC,03,low,low,stratum:03:low:low,direct_stratum_sample
02160390,development_train,SC,03,high,high,stratum:03:high:high,direct_stratum_sample
02162093,development_train,SC,03,low,high,stratum:03:low:high,direct_stratum_sample
02162350,development_train,SC,03,low,low,stratum:03:low:low,direct_stratum_sample
02162500,development_train,SC,03,high,high,stratum:03:high:high,direct_stratum_sample
02164000,development_train,SC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02164110,development_train,SC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02165200,development_train,SC,03,low,low,stratum:03:low:low,direct_stratum_sample
02167450,development_train,SC,03,high,high,stratum:03:high:high,direct_stratum_sample
02167582,development_train,SC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02169570,development_train,SC,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02172300,development_train,SC,03,low,low,stratum:03:low:low,direct_stratum_sample
02173212,spatial_holdout_nonca,SC,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02174250,development_train,SC,03,low,low,stratum:03:low:low,direct_stratum_sample
02176500,development_train,SC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02177000,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02178400,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02181580,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02186000,development_train,SC,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02188600,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02192500,development_train,SC,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02193340,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02193500,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02195320,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02196835,spatial_holdout_nonca,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02197020,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02197300,development_train,SC,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02197598,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02198100,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02198690,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02201000,development_train,GA,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02202600,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02203655,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02204070,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02204130,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02204285,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02206500,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02207120,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02207185,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02207220,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02207335,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02207385,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02207400,spatial_holdout_nonca,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02207418,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02207435,spatial_holdout_nonca,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02207448,spatial_holdout_nonca,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02208150,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02208450,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02211375,spatial_holdout_nonca,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02212600,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02213500,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02215100,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02216180,development_train,GA,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02217274,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02217297,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02217475,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02217770,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02218565,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02219000,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02220900,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02221525,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02228500,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02231396,development_train,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02231600,development_train,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02234308,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02234324,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02234344,development_train,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02234400,development_train,FL,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02234990,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02235000,development_train,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02245500,development_train,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02246000,spatial_holdout_nonca,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02248000,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02266200,spatial_holdout_nonca,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02266205,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02274005,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02274010,development_train,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02295013,spatial_holdout_nonca,FL,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02296260,development_train,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02297310,development_train,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02298110,development_train,FL,03,high,low,sparse_pool:03,sparse_pool_forced_training
02298488,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02298530,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02298554,development_train,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02298608,development_train,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02298760,development_train,FL,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02298830,development_train,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02298880,spatial_holdout_nonca,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02299950,development_train,FL,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02300018,spatial_holdout_nonca,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02300075,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02300210,spatial_holdout_nonca,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02300300,development_train,FL,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02300700,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02301750,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02301900,development_train,FL,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02301990,spatial_holdout_nonca,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02302010,development_train,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02303205,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02303350,development_train,FL,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02303420,development_train,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02303800,development_train,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02306647,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02306774,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02307000,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02307359,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02307668,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02309415,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02309421,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02310000,development_train,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02310525,development_train,FL,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02312200,development_train,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02312667,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02321000,development_train,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02322700,development_train,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02326000,development_train,FL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02327100,development_train,FL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02329342,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02329500,spatial_holdout_nonca,FL,03,high,high,stratum:03:high:high,direct_stratum_sample
02329600,spatial_holdout_nonca,FL,03,high,high,stratum:03:high:high,direct_stratum_sample
02330450,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02331000,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02331600,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02333500,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02334480,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02334578,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02334620,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02334885,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02335350,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02335580,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02335700,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02335757,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02335870,spatial_holdout_nonca,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02335910,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02336120,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02336240,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02336300,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02336360,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02336410,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02336526,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02336635,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02336728,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02336968,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02337000,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02337040,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02337410,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02337498,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02337500,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02338523,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02338660,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02339495,development_train,AL,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02341800,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02342500,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02342850,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02343225,spatial_holdout_nonca,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02343940,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02344350,spatial_holdout_nonca,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02344396,spatial_holdout_nonca,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02344478,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02344500,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02344605,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02344620,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02344630,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02344700,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02346310,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02349900,development_train,GA,03,middle,low,stratum:03:middle:low,direct_stratum_sample
02350600,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02351500,development_train,GA,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02351890,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02353265,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02353400,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02354500,development_train,GA,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02359500,development_train,FL,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02367310,development_train,FL,03,low,low,stratum:03:low:low,direct_stratum_sample
02368500,development_train,FL,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02369800,development_train,AL,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02370000,spatial_holdout_nonca,FL,03,high,high,stratum:03:high:high,direct_stratum_sample
02370500,development_train,FL,03,high,high,stratum:03:high:high,direct_stratum_sample
02374500,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02374745,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02374950,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02376115,development_train,FL,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02376500,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02377570,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02378300,development_train,AL,03,low,high,stratum:03:low:high,direct_stratum_sample
02378500,development_train,AL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02379500,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02380500,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02381090,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02381600,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02382200,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02384500,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02384540,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02385500,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02387600,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02388320,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02388350,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02388975,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02389150,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02390000,spatial_holdout_nonca,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02390140,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02391540,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02391840,development_train,GA,03,low,high,stratum:03:low:high,direct_stratum_sample
02392360,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02392780,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02392950,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02392975,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02393419,development_train,GA,03,low,low,stratum:03:low:low,direct_stratum_sample
02395120,development_train,GA,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02398000,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02398300,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02399200,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02400100,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02400680,spatial_holdout_nonca,AL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02401000,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02401390,development_train,AL,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02403310,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02405500,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02406500,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02407514,development_train,AL,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02408540,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02411930,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02413000,development_train,GA,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02413210,development_train,GA,03,high,high,stratum:03:high:high,direct_stratum_sample
02415000,development_train,AL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02418230,development_train,AL,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02418760,development_train,AL,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02419000,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02421000,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02422500,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02423130,development_train,AL,03,low,low,stratum:03:low:low,direct_stratum_sample
02423380,spatial_holdout_nonca,AL,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02423397,development_train,AL,03,low,low,stratum:03:low:low,direct_stratum_sample
02423400,development_train,AL,03,low,low,stratum:03:low:low,direct_stratum_sample
02423414,development_train,AL,03,middle,high,stratum:03:middle:high,direct_stratum_sample
02423425,development_train,AL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02423496,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02423500,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02423555,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02423630,development_train,AL,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02427250,development_train,AL,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02430085,development_train,MS,03,low,middle,stratum:03:low:middle,direct_stratum_sample
02430680,development_train,MS,03,middle,middle,stratum:03:middle:middle,direct_stratum_sample
02435020,development_train,MS,03,high,middle,stratum:03:high:middle,direct_stratum_sample
02438000,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02442500,development_train,AL,03,high,high,stratum:03:high:high,direct_stratum_sample
02449882,development_train,AL,03,low,high,stratum:03:low:high,direct_stratum_sample
